game_id,start_at,completed_at,n_letters,first_guess,sort_on,model_params,word,turns,,,,,,,,
502eccc42132c,32:50.1,32:51.1,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",pulpy,4,,,,,,,,
660a9a355db69,32:55.0,32:55.6,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",vivre,5,,,,,,,,
74c61294767a5,32:59.6,33:00.2,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",photo,4,,,,,,,,
825ca041d2166,33:04.2,33:04.7,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",aries,5,,,,,,,,
9f2c7cff2686d,33:08.7,33:10.0,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",summa,5,,,,,,,,
10f9c675f78d69,33:14.0,33:14.5,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",catan,5,,,,,,,,
114af750800337,33:18.5,33:19.0,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",towie,5,,,,,,,,
1275fe7c67175f,33:23.0,33:23.7,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bokep,5,,,,,,,,
1353faf9522678,33:27.7,33:28.3,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sarge,4,,,,,,,,
144c9003d6a7ae,33:32.2,33:33.1,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",newby,5,,,,,,,,
159938466b6112,33:37.1,33:37.8,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",amway,5,,,,,,,,
1635381e6c16da,33:41.9,33:42.5,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",breen,6,,,,,,,,
17673b1c756748,33:46.6,33:47.1,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",troon,7,,,,,,,,
18cde80ada57c8,33:51.0,33:51.5,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",abril,4,,,,,,,,
195b48a7bf0938,33:55.5,33:56.0,5,after,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",debra,3,,,,,,,,
0bb3a82bbdd8e,34:00.0,34:01.3,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",dalal,9,,,,,,,,
104746b1a8aed,34:05.3,34:05.7,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",yarns,3,,,,,,,,
212d57c8a341f,34:09.5,34:10.2,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",pumps,9,,,,,,,,
31ebd20bca847,34:14.0,34:14.5,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",spies,5,,,,,,,,
48d9437499cfa,34:18.4,34:19.0,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",lupus,6,,,,,,,,
56a12a8ac0b56,34:23.0,34:24.0,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",anouk,4,,,,,,,,
62d10bb924f3c,34:28.0,34:28.6,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",stolz,3,,,,,,,,
7c01b06e8f98e,34:32.6,34:33.2,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",ridin,5,,,,,,,,
8ff5ed585acc9,34:37.3,34:37.7,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",brynn,4,,,,,,,,
93f6ea70a7ad8,34:41.7,34:42.3,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",pavel,5,,,,,,,,
10d60089437a6d,34:46.5,34:47.2,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",junks,7,,,,,,,,
1179ee873d4b25,34:51.2,34:51.7,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",barra,9,,,,,,,,
12b169d1ba1f0a,34:55.7,34:56.1,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sarah,6,,,,,,,,
13dc52b1aee959,35:00.1,35:01.0,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",folio,5,,,,,,,,
145e0f7a9094a6,35:05.0,35:05.6,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",nance,12,,,,,,,,
15493ea3949ccd,35:09.6,35:10.4,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",emmet,5,,,,,,,,
168b1875d0e7d2,35:14.3,35:14.8,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",those,2,,,,,,,,
177e650ced31ae,35:18.7,35:19.7,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",compo,5,,,,,,,,
18cee6f6dee9a8,35:23.6,35:24.3,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",arran,7,,,,,,,,
192a06028c4a50,35:28.2,35:29.1,5,years,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",diplo,3,,,,,,,,
04bea379c728f,35:33.1,35:33.6,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",maire,6,,,,,,,,
1b80ed3413afe,35:37.9,35:38.4,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",jager,7,,,,,,,,
264f3111f828c,35:42.5,35:43.0,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",kenta,4,,,,,,,,
3a7d7c84bf7b9,35:47.1,35:48.1,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",domed,6,,,,,,,,
47598d88118ef,35:52.1,35:52.8,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",horns,7,,,,,,,,
58bdae10786ce,35:56.9,35:57.5,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",norms,5,,,,,,,,
689f228359e89,36:01.6,36:02.0,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sedan,3,,,,,,,,
77b5782f72be3,36:06.0,36:06.6,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",tetsu,3,,,,,,,,
83224e4e31b41,36:10.7,36:11.4,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",asvab,6,,,,,,,,
93b88c0915dec,36:15.4,36:16.4,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",eddie,4,,,,,,,,
10ce0dd5f56b1c,36:20.5,36:21.0,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",stuns,4,,,,,,,,
116041aba35619,36:25.1,36:25.8,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",reims,5,,,,,,,,
1219911e104726,36:29.8,36:30.3,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",abbot,3,,,,,,,,
13da24675c0af7,36:34.4,36:35.6,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",aadmi,5,,,,,,,,
14d20e39498452,36:39.6,36:40.2,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",kamen,4,,,,,,,,
15472fe89e1cf2,36:44.2,36:44.7,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",clint,4,,,,,,,,
16cc7b95ba7224,36:48.9,36:49.5,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",katha,7,,,,,,,,
17061efee29fcc,36:53.6,36:54.0,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",boldt,4,,,,,,,,
180a22a9aac25d,36:58.1,36:58.6,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",ameen,3,,,,,,,,
19d11c9ff3cd2e,37:02.7,37:03.2,5,great,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",rylan,3,,,,,,,,
04e19a885ff13,24:40.5,24:41.4,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",algae,5,,,,,,,,
1f1827f6fa196,24:45.3,24:45.8,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",septa,3,,,,,,,,
26260c8bc4571,24:49.6,24:50.1,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",conte,5,,,,,,,,
37112c56911e5,24:53.9,24:55.1,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",fussy,5,,,,,,,,
4296f80588f2c,24:58.8,24:59.4,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",dents,6,,,,,,,,
5cf510db93fac,25:03.1,25:03.6,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",logie,4,,,,,,,,
635b51320ce49,25:07.4,25:07.9,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",avril,4,,,,,,,,
73a9c53bccb5c,25:11.8,25:12.8,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",buble,5,,,,,,,,
8eda3f90cccd6,25:17.0,25:17.5,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",gwent,4,,,,,,,,
981439ceffa4c,25:21.8,25:22.5,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filip,6,,,,,,,,
10383100ae91ce,25:26.8,25:27.8,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",kerem,5,,,,,,,,
110c1cbb32761a,25:32.4,25:33.5,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",pemex,6,,,,,,,,
12fd1e43b74397,25:37.4,25:38.7,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",janus,5,,,,,,,,
13bf0b1eb94ffa,25:42.8,25:43.4,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",leapt,5,,,,,,,,
14e7f644d01a89,25:47.9,25:48.3,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",tsing,3,,,,,,,,
1521c3806b3f06,25:52.5,25:52.9,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",armie,3,,,,,,,,
1610983acd1bff,25:57.0,25:57.5,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",levin,5,,,,,,,,
17249a7064338b,26:01.7,26:02.2,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",arica,7,,,,,,,,
181eda966a6263,26:06.4,26:06.7,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",rahim,2,,,,,,,,
1994c3b1a8d4e9,26:10.9,26:12.2,5,their,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",calum,4,,,,,,,,
0d1236bb1766e,26:16.3,26:17.8,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",divya,5,,,,,,,,
185808824a371,26:21.8,26:22.7,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",owner,4,,,,,,,,
25da3e9a0433c,26:26.6,26:27.2,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",cater,5,,,,,,,,
3deaa1742fd51,26:31.7,26:33.3,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",lhasa,5,,,,,,,,
4e25764d9ae29,26:37.3,26:37.9,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",banks,3,,,,,,,,
5a6ca71e182d4,26:41.9,26:42.4,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",arion,6,,,,,,,,
679e41020ba22,26:46.2,26:47.2,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",heron,4,,,,,,,,
71244c2e690e9,26:51.2,26:51.6,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",uribe,3,,,,,,,,
8f050dad4e761,26:55.5,26:56.4,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",wonky,5,,,,,,,,
987286b16b0e1,27:00.3,27:01.2,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",nismo,4,,,,,,,,
106f8914eb3aaf,27:05.2,27:05.8,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",piety,4,,,,,,,,
116805962a253b,27:09.9,27:10.7,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",norms,5,,,,,,,,
12215b745b6086,27:14.7,27:15.3,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",uriel,4,,,,,,,,
130291441c68bf,27:19.3,27:19.9,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",estee,5,,,,,,,,
1405deec3ee583,27:24.0,27:25.0,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",wolff,5,,,,,,,,
153bf3b4a85ec6,27:28.9,27:29.4,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",goole,4,,,,,,,,
16bb03af0e53c9,27:33.4,27:34.3,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",colon,4,,,,,,,,
179a5431d1a247,27:38.1,27:39.4,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",caryl,5,,,,,,,,
180764df2087bf,27:43.2,27:43.8,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",yuval,5,,,,,,,,
195c13074e6ab3,27:47.7,27:48.4,5,about,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",adama,5,,,,,,,,
01e096ead4af4,27:52.5,27:53.1,5,other,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",smite,5,,,,,,,,
1d9d6236331d6,27:57.2,27:57.8,5,other,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",agron,6,,,,,,,,
279fdfab9797c,28:01.9,28:03.3,5,other,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",sanaa,11,,,,,,,,
3520c5be4a8b6,28:07.2,28:07.7,5,other,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",adobe,4,,,,,,,,
04d7e0619153e,37:07.3,37:07.7,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",aphis,3,,,,,,,,
10316252caecd,37:11.7,37:12.3,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",annes,7,,,,,,,,
2c5e4b442ad6f,37:16.5,37:17.1,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",logos,6,,,,,,,,
323d641107ec7,37:21.2,37:21.7,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",showy,3,,,,,,,,
463a399d91a5b,37:25.7,37:26.2,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",truex,4,,,,,,,,
57e1b14be318b,37:30.2,37:31.0,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",laser,4,,,,,,,,
69fbdb2ee22a7,37:35.3,37:36.3,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",caren,7,,,,,,,,
7da64e88d5845,37:40.2,37:41.2,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",leben,6,,,,,,,,
8e2907cd1cedf,37:45.5,37:45.9,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",ergot,5,,,,,,,,
966e011d1c711,37:50.0,37:51.0,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",redux,4,,,,,,,,
1040c5af03a496,37:55.2,37:55.9,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",janes,9,,,,,,,,
1198af79727290,38:00.1,38:01.1,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",amboy,6,,,,,,,,
1240cd9fd4e45d,38:05.3,38:05.9,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",avoid,4,,,,,,,,
13b92670b86caf,38:10.1,38:11.0,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",began,4,,,,,,,,
14de946709f376,38:15.0,38:15.7,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",lippe,4,,,,,,,,
15c41c152477f2,38:19.9,38:20.5,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",korey,5,,,,,,,,
16c20576ec408f,38:24.5,38:25.1,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",nouns,5,,,,,,,,
17b9b56fa38c92,38:29.3,38:30.7,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",jilly,7,,,,,,,,
184fef4b70afde,38:34.9,38:35.8,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",annas,7,,,,,,,,
19f4857d090238,38:40.0,38:40.4,5,those,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",staal,3,,,,,,,,
0a07124602b71,38:44.6,38:45.1,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",naked,3,,,,,,,,
19439f451e52c,38:49.4,38:49.9,5,raise,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",yorks,7,,,,,,,,
