game_id,turn_number,guess,words_possible,letters_in,letters_out,pos_yes,pos_no,freq,letter_score_by_word,letter_score_by_freq,distinct_letters,model_params,model_rank,response
004f84abea646,3,taken,134,"['a', 'e', 't']","['s', 'r', 'g']","[[], [], [], [], []]","[[], ['t'], ['a', 'e'], ['a', 't'], ['e', 't']]",1.0,0.8684210526315789,1.0,1.0,"{'freq': 0.3469886877315044, 'letter_score_by_word': 0.5061391791643827, 'letter_score_by_freq': 0.06423808756207872, 'distinct_letters': 0.9890549926586895}",3.8684210526315788,--_+_
004f84abea646,4,acted,11,"['a', 'e', 't']","['r', 'k', 'g', 'n', 's']","[[], [], [], ['e'], []]","[['t'], ['a', 't'], ['a', 'e'], ['a', 't'], ['e', 't']]",1.0,0.7272727272727273,1.0,1.0,"{'freq': 0.3469886877315044, 'letter_score_by_word': 0.5061391791643827, 'letter_score_by_freq': 0.06423808756207872, 'distinct_letters': 0.9890549926586895}",3.7272727272727275,-_++_
004f84abea646,5,lutea,3,"['a', 'e', 't']","['r', 'k', 'g', 'd', 'c', 'n', 's']","[[], [], ['t'], ['e'], []]","[['a', 't'], ['a', 't'], ['a', 'e'], ['a', 't'], ['e', 't']]",1.0,1.0,1.0,1.0,"{'freq': 0.3469886877315044, 'letter_score_by_word': 0.5061391791643827, 'letter_score_by_freq': 0.06423808756207872, 'distinct_letters': 0.9890549926586895}",4.0,+++++
0f01821c6f328,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.4834331624395861, 'letter_score_by_word': 0.8324811759004735, 'letter_score_by_freq': 0.7881512573915516, 'distinct_letters': 0.7473728158869232}",3.5468654525225585,_-_-_
0f01821c6f328,2,radio,1815,"['a', 'r']","['e', 't', 'g']","[[], [], [], [], []]","[[], ['r'], [], ['a'], []]",0.5128613839913647,0.9372549019607843,0.9776753291199594,1.0,"{'freq': 0.4834331624395861, 'letter_score_by_word': 0.8324811759004735, 'letter_score_by_freq': 0.7881512573915516, 'distinct_letters': 0.7473728158869232}",3.4277916150721084,-+_+_
0f01821c6f328,3,paris,104,"['i', 'a', 'r']","['g', 'd', 'e', 'o', 't']","[[], ['a'], [], ['i'], []]","[['r'], ['r'], [], ['a'], []]",1.0,0.6981132075471699,1.0,1.0,"{'freq': 0.4834331624395861, 'letter_score_by_word': 0.8324811759004735, 'letter_score_by_freq': 0.7881512573915516, 'distinct_letters': 0.7473728158869232}",3.69811320754717,_++++
0f01821c6f328,4,maris,12,"['i', 'a', 'r', 's']","['g', 'p', 'd', 'e', 'o', 't']","[[], ['a'], ['r'], ['i'], ['s']]","[['r'], ['r'], [], ['a'], []]",1.0,1.0,1.0,1.0,"{'freq': 0.4834331624395861, 'letter_score_by_word': 0.8324811759004735, 'letter_score_by_freq': 0.7881512573915516, 'distinct_letters': 0.7473728158869232}",4.0,_++++
0f01821c6f328,5,faris,11,"['i', 'a', 'r', 's']","['g', 'p', 'd', 'e', 'o', 'm', 't']","[[], ['a'], ['r'], ['i'], ['s']]","[['r'], ['r'], [], ['a'], []]",1.0,1.0,1.0,1.0,"{'freq': 0.4834331624395861, 'letter_score_by_word': 0.8324811759004735, 'letter_score_by_freq': 0.7881512573915516, 'distinct_letters': 0.7473728158869232}",4.0,_++++
0f01821c6f328,6,yaris,10,"['i', 'a', 'r', 's']","['g', 'p', 'd', 'e', 'f', 'o', 'm', 't']","[[], ['a'], ['r'], ['i'], ['s']]","[['r'], ['r'], [], ['a'], []]",0.977237220955809,1.0,1.0,1.0,"{'freq': 0.4834331624395861, 'letter_score_by_word': 0.8324811759004735, 'letter_score_by_freq': 0.7881512573915516, 'distinct_letters': 0.7473728158869232}",3.977237220955809,_++++
0f01821c6f328,7,haris,9,"['i', 'a', 'r', 's']","['g', 'p', 'd', 'y', 'e', 'f', 'o', 'm', 't']","[[], ['a'], ['r'], ['i'], ['s']]","[['r'], ['r'], [], ['a'], []]",0.851138038202376,1.0,1.0,1.0,"{'freq': 0.4834331624395861, 'letter_score_by_word': 0.8324811759004735, 'letter_score_by_freq': 0.7881512573915516, 'distinct_letters': 0.7473728158869232}",3.851138038202376,_++++
0f01821c6f328,8,caris,8,"['i', 'a', 'r', 's']","['h', 'g', 'p', 'd', 'y', 'e', 'f', 'o', 'm', 't']","[[], ['a'], ['r'], ['i'], ['s']]","[['r'], ['r'], [], ['a'], []]",0.5495408738576237,1.0,1.0,1.0,"{'freq': 0.4834331624395861, 'letter_score_by_word': 0.8324811759004735, 'letter_score_by_freq': 0.7881512573915516, 'distinct_letters': 0.7473728158869232}",3.549540873857624,+++++
073106ef10813,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.6658491658643433, 'letter_score_by_word': 0.48698437267237704, 'letter_score_by_freq': 0.8065051257463086, 'distinct_letters': 0.48394637340729685}",3.5468654525225585,___-_
073106ef10813,2,black,5220,['a'],"['r', 'e', 't', 'g']","[[], [], [], [], []]","[[], [], [], ['a'], []]",0.8912509381337459,0.5805369127516777,0.7045170167280717,1.0,"{'freq': 0.6658491658643433, 'letter_score_by_word': 0.48698437267237704, 'letter_score_by_freq': 0.8065051257463086, 'distinct_letters': 0.48394637340729685}",3.1763048676134953,__-__
073106ef10813,3,hands,1620,['a'],"['b', 'r', 'g', 'k', 'e', 'c', 'l', 't']","[[], [], [], [], []]","[[], [], ['a'], ['a'], []]",0.6456542290346556,0.8541586073500967,0.9269538945495736,1.0,"{'freq': 0.6658491658643433, 'letter_score_by_word': 0.48698437267237704, 'letter_score_by_freq': 0.8065051257463086, 'distinct_letters': 0.48394637340729685}",3.426766730934326,-+___
073106ef10813,4,yahoo,23,"['h', 'a']","['b', 'r', 'g', 'k', 'd', 'e', 'c', 'l', 'n', 's', 't']","[[], ['a'], [], [], []]","[['h'], [], ['a'], ['a'], []]",1.0,0.5833333333333334,0.9974520462734316,0.8,"{'freq': 0.6658491658643433, 'letter_score_by_word': 0.48698437267237704, 'letter_score_by_freq': 0.8065051257463086, 'distinct_letters': 0.48394637340729685}",3.380785379606765,+++++
08f41737d7c6a,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.07017713762926492, 'letter_score_by_word': 0.0007785757157869888, 'letter_score_by_freq': 0.7763103424652505, 'distinct_letters': 0.02625897079009598}",3.5468654525225585,__--_
08f41737d7c6a,2,place,1996,"['a', 'e']","['r', 't', 'g']","[[], [], [], [], []]","[[], [], ['e'], ['a'], []]",1.0,0.6217672413793103,0.7521895284251485,1.0,"{'freq': 0.07017713762926492, 'letter_score_by_word': 0.0007785757157869888, 'letter_score_by_freq': 0.7763103424652505, 'distinct_letters': 0.02625897079009598}",3.373956769804459,__---
08f41737d7c6a,3,cases,73,"['c', 'a', 'e']","['r', 'g', 'p', 'l', 't']","[[], [], [], [], []]","[[], [], ['a', 'e'], ['c', 'a'], ['e']]",1.0,0.627906976744186,0.8750463117448235,0.8,"{'freq': 0.07017713762926492, 'letter_score_by_word': 0.0007785757157869888, 'letter_score_by_freq': 0.7763103424652505, 'distinct_letters': 0.02625897079009598}",3.302953288489009,++_+_
08f41737d7c6a,4,cameo,16,"['c', 'a', 'e']","['r', 'g', 'p', 'l', 's', 't']","[['c'], ['a'], [], ['e'], []]","[[], [], ['a', 'e'], ['c', 'a'], ['e']]",1.0,0.4375,1.0,1.0,"{'freq': 0.07017713762926492, 'letter_score_by_word': 0.0007785757157869888, 'letter_score_by_freq': 0.7763103424652505, 'distinct_letters': 0.02625897079009598}",3.4375,+++++
0a952333d97f6,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.4651313335546823, 'letter_score_by_word': 0.4940892245441866, 'letter_score_by_freq': 0.26553414697616917, 'distinct_letters': 0.14856462692030037}",3.5468654525225585,___-_
0a952333d97f6,2,black,5220,['a'],"['r', 'e', 't', 'g']","[[], [], [], [], []]","[[], [], [], ['a'], []]",0.8912509381337459,0.5805369127516777,0.7045170167280717,1.0,"{'freq': 0.4651313335546823, 'letter_score_by_word': 0.4940892245441866, 'letter_score_by_freq': 0.26553414697616917, 'distinct_letters': 0.14856462692030037}",3.1763048676134953,_-+-_
0a952333d97f6,3,scalp,21,"['c', 'a', 'l']","['b', 'r', 'g', 'k', 'e', 't']","[[], [], ['a'], [], []]","[[], ['l'], [], ['c', 'a'], []]",1.0,0.75,1.0,1.0,"{'freq': 0.4651313335546823, 'letter_score_by_word': 0.4940892245441866, 'letter_score_by_freq': 0.26553414697616917, 'distinct_letters': 0.14856462692030037}",3.75,_+++_
0a952333d97f6,4,ocala,3,"['c', 'a', 'l']","['b', 'r', 'g', 'k', 'p', 'e', 's', 't']","[[], ['c'], ['a'], ['l'], []]","[[], ['l'], [], ['c', 'a'], []]",1.0,1.0,1.0,1.0,"{'freq': 0.4651313335546823, 'letter_score_by_word': 0.4940892245441866, 'letter_score_by_freq': 0.26553414697616917, 'distinct_letters': 0.14856462692030037}",4.0,+++++
070fda8c80fa7,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.5459435670385789, 'letter_score_by_word': 0.4430011304039557, 'letter_score_by_freq': 0.8855787453847992, 'distinct_letters': 0.18908337957918908}",3.5468654525225585,___-_
070fda8c80fa7,2,black,5220,['a'],"['r', 'e', 't', 'g']","[[], [], [], [], []]","[[], [], [], ['a'], []]",0.8912509381337459,0.5805369127516777,0.7045170167280717,1.0,"{'freq': 0.5459435670385789, 'letter_score_by_word': 0.4430011304039557, 'letter_score_by_freq': 0.8855787453847992, 'distinct_letters': 0.18908337957918908}",3.1763048676134953,__-__
070fda8c80fa7,3,hands,1620,['a'],"['b', 'r', 'g', 'k', 'e', 'c', 'l', 't']","[[], [], [], [], []]","[[], [], ['a'], ['a'], []]",0.6456542290346556,0.8541586073500967,0.9269538945495736,1.0,"{'freq': 0.5459435670385789, 'letter_score_by_word': 0.4430011304039557, 'letter_score_by_freq': 0.8855787453847992, 'distinct_letters': 0.18908337957918908}",3.426766730934326,+-++_
070fda8c80fa7,4,honda,2,"['h', 'a', 'd', 'n']","['b', 'r', 'g', 'k', 'e', 'c', 'l', 's', 't']","[['h'], [], ['n'], ['d'], []]","[[], ['a'], ['a'], ['a'], []]",1.0,1.0,1.0,1.0,"{'freq': 0.5459435670385789, 'letter_score_by_word': 0.4430011304039557, 'letter_score_by_freq': 0.8855787453847992, 'distinct_letters': 0.18908337957918908}",4.0,+++++
0ca8ec05a22f6,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.637374506054686, 'letter_score_by_word': 0.7930175852781572, 'letter_score_by_freq': 0.9710430500512561, 'distinct_letters': 0.8204144668460688}",3.5468654525225585,__--_
0ca8ec05a22f6,2,place,1996,"['a', 'e']","['r', 't', 'g']","[[], [], [], [], []]","[[], [], ['e'], ['a'], []]",1.0,0.6217672413793103,0.7521895284251485,1.0,"{'freq': 0.637374506054686, 'letter_score_by_word': 0.7930175852781572, 'letter_score_by_freq': 0.9710430500512561, 'distinct_letters': 0.8204144668460688}",3.373956769804459,__-_-
0ca8ec05a22f6,3,based,548,"['a', 'e']","['r', 'g', 'p', 'c', 'l', 't']","[[], [], [], [], []]","[[], [], ['a', 'e'], ['a'], ['e']]",1.0,0.7397034596375618,0.8774647996797262,1.0,"{'freq': 0.637374506054686, 'letter_score_by_word': 0.7930175852781572, 'letter_score_by_freq': 0.9710430500512561, 'distinct_letters': 0.8204144668460688}",3.617168259317288,_-_--
0ca8ec05a22f6,4,media,35,"['a', 'd', 'e']","['b', 'r', 'g', 'p', 'c', 'l', 's', 't']","[[], [], [], [], []]","[[], ['a'], ['a', 'e'], ['a', 'e'], ['d', 'e']]",1.0,0.7241379310344828,1.0,1.0,"{'freq': 0.637374506054686, 'letter_score_by_word': 0.7930175852781572, 'letter_score_by_freq': 0.9710430500512561, 'distinct_letters': 0.8204144668460688}",3.7241379310344827,_---+
0ca8ec05a22f6,5,edina,1,"['i', 'a', 'd', 'e']","['b', 'r', 'g', 'p', 'c', 'l', 's', 'm', 't']","[[], [], [], [], ['a']]","[[], ['a', 'e'], ['a', 'd', 'e'], ['i', 'a', 'e'], ['d', 'e']]",1.0,1.0,1.0,1.0,"{'freq': 0.637374506054686, 'letter_score_by_word': 0.7930175852781572, 'letter_score_by_freq': 0.9710430500512561, 'distinct_letters': 0.8204144668460688}",4.0,+++++
0f66d4d1de83c,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.12654665078274663, 'letter_score_by_word': 0.875385561944808, 'letter_score_by_freq': 0.8257388503116353, 'distinct_letters': 0.19893354602740698}",3.5468654525225585,___-_
0f66d4d1de83c,2,black,5220,['a'],"['r', 'e', 't', 'g']","[[], [], [], [], []]","[[], [], [], ['a'], []]",0.8912509381337459,0.5805369127516777,0.7045170167280717,1.0,"{'freq': 0.12654665078274663, 'letter_score_by_word': 0.875385561944808, 'letter_score_by_freq': 0.8257388503116353, 'distinct_letters': 0.19893354602740698}",3.1763048676134953,__+__
0f66d4d1de83c,3,spain,436,['a'],"['b', 'r', 'g', 'k', 'e', 'c', 'l', 't']","[[], [], ['a'], [], []]","[[], [], [], ['a'], []]",1.0,0.930576070901034,0.9940900820723207,1.0,"{'freq': 0.12654665078274663, 'letter_score_by_word': 0.875385561944808, 'letter_score_by_freq': 0.8257388503116353, 'distinct_letters': 0.19893354602740698}",3.9246661529733546,+_+-_
0f66d4d1de83c,4,swami,13,"['i', 'a', 's']","['b', 'r', 'g', 'k', 'p', 'e', 'c', 'l', 'n', 't']","[['s'], [], ['a'], [], []]","[[], [], [], ['i', 'a'], []]",1.0,0.7142857142857144,1.0,1.0,"{'freq': 0.12654665078274663, 'letter_score_by_word': 0.875385561944808, 'letter_score_by_freq': 0.8257388503116353, 'distinct_letters': 0.19893354602740698}",3.7142857142857144,+_+_+
0f66d4d1de83c,5,shadi,5,"['i', 'a', 's']","['b', 'w', 'r', 'g', 'k', 'p', 'e', 'c', 'l', 'n', 'm', 't']","[['s'], [], ['a'], [], ['i']]","[[], [], [], ['i', 'a'], []]",0.91201083935591,1.0,1.0,1.0,"{'freq': 0.12654665078274663, 'letter_score_by_word': 0.875385561944808, 'letter_score_by_freq': 0.8257388503116353, 'distinct_letters': 0.19893354602740698}",3.91201083935591,+++_+
0f66d4d1de83c,6,shafi,3,"['i', 'h', 'a', 's']","['b', 'w', 'r', 'g', 'k', 'p', 'd', 'e', 'c', 'l', 'n', 'm', 't']","[['s'], ['h'], ['a'], [], ['i']]","[[], [], [], ['i', 'a'], []]",0.8511380382023757,1.0,1.0,1.0,"{'freq': 0.12654665078274663, 'letter_score_by_word': 0.875385561944808, 'letter_score_by_freq': 0.8257388503116353, 'distinct_letters': 0.19893354602740698}",3.8511380382023757,+++_+
0f66d4d1de83c,7,shahi,2,"['i', 'h', 'a', 's']","['b', 'w', 'r', 'g', 'k', 'p', 'd', 'e', 'c', 'f', 'l', 'n', 'm', 't']","[['s'], ['h'], ['a'], [], ['i']]","[[], [], [], ['i', 'a'], []]",1.0,0.8,0.9739108919425594,0.8,"{'freq': 0.12654665078274663, 'letter_score_by_word': 0.875385561944808, 'letter_score_by_freq': 0.8257388503116353, 'distinct_letters': 0.19893354602740698}",3.5739108919425595,+++++
094cd942c0d21,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.9475477278084525, 'letter_score_by_word': 0.18537830079258366, 'letter_score_by_freq': 0.8372913664847408, 'distinct_letters': 0.1885659148639235}",3.5468654525225585,_-___
094cd942c0d21,2,world,1263,['r'],"['a', 'e', 't', 'g']","[[], [], [], [], []]","[[], ['r'], [], [], []]",1.0,0.5273879583521955,0.947261709771802,1.0,"{'freq': 0.9475477278084525, 'letter_score_by_word': 0.18537830079258366, 'letter_score_by_freq': 0.8372913664847408, 'distinct_letters': 0.1885659148639235}",3.4746496681239973,_---_
094cd942c0d21,3,floor,28,"['o', 'r', 'l']","['w', 'a', 'g', 'd', 'e', 't']","[[], [], [], [], []]","[[], ['o', 'r'], ['r'], ['l'], []]",1.0,0.5217391304347826,0.9709891972844414,0.8,"{'freq': 0.9475477278084525, 'letter_score_by_word': 0.18537830079258366, 'letter_score_by_freq': 0.8372913664847408, 'distinct_letters': 0.1885659148639235}",3.2927283277192245,_----
094cd942c0d21,4,libro,2,"['o', 'r', 'l']","['w', 'a', 'g', 'd', 'e', 'f', 't']","[[], [], [], [], []]","[[], ['o', 'r', 'l'], ['o', 'r'], ['o', 'l'], ['r']]",1.0,1.0,1.0,1.0,"{'freq': 0.9475477278084525, 'letter_score_by_word': 0.18537830079258366, 'letter_score_by_freq': 0.8372913664847408, 'distinct_letters': 0.1885659148639235}",4.0,+++++
0d09390dbc454,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.9932317295632036, 'letter_score_by_word': 0.18096257749948075, 'letter_score_by_freq': 0.7262086713253562, 'distinct_letters': 0.5992252450583312}",3.5468654525225585,__--+
0d09390dbc454,2,least,70,"['a', 'e', 't']","['r', 'g']","[[], [], [], [], ['t']]","[[], [], ['e'], ['a'], []]",1.0,1.0,1.0,1.0,"{'freq': 0.9932317295632036, 'letter_score_by_word': 0.18096257749948075, 'letter_score_by_freq': 0.7262086713253562, 'distinct_letters': 0.5992252450583312}",4.0,_-+_+
0d09390dbc454,3,exact,5,"['a', 'e', 't']","['s', 'r', 'l', 'g']","[[], [], ['a'], [], ['t']]","[[], ['e'], ['e'], ['a'], []]",1.0,1.0,1.0,1.0,"{'freq': 0.9932317295632036, 'letter_score_by_word': 0.18096257749948075, 'letter_score_by_freq': 0.7262086713253562, 'distinct_letters': 0.5992252450583312}",4.0,+++++
04e2b9677fecc,1,great,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285122,1.0,"{'freq': 0.16868176863194995, 'letter_score_by_word': 0.04076613233350701, 'letter_score_by_freq': 0.9204844040528143, 'distinct_letters': 0.37498523206336387}",3.5468654525225585,__-__
