game_id,start_at,completed_at,n_letters,first_guess,sort_on,model_params,word,turns
12042930b6d9e5,2022-01-18 22:56:18.052149,2022-01-18 22:56:19.324748,5,nycfc,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,6
13b6392471bf5f,2022-01-18 22:56:23.045571,2022-01-18 22:56:24.169116,5,taker,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,7
14369ee186121f,2022-01-18 22:56:27.874753,2022-01-18 22:56:28.292858,5,gorno,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,9
157f78d69ea743,2022-01-18 22:56:32.016570,2022-01-18 22:56:34.400283,5,pappy,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,6
16bb3b045aa816,2022-01-18 22:56:38.126874,2022-01-18 22:56:38.796486,5,norma,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,11
173db731abc97a,2022-01-18 22:56:42.454565,2022-01-18 22:56:43.308007,5,lordy,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,4
18ff710b1894a9,2022-01-18 22:56:47.011366,2022-01-18 22:56:48.549441,5,parad,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,5
19e7a10a9e7b80,2022-01-18 22:56:52.321392,2022-01-18 22:56:54.101007,5,chrys,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,6
2020b6ac056b87,2022-01-18 22:56:57.873095,2022-01-18 22:56:58.546357,5,oppel,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,7
2150c5a4ffdfb9,2022-01-18 22:57:02.238274,2022-01-18 22:57:02.856358,5,chiya,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,11
22d08e4e98127e,2022-01-18 22:57:06.572187,2022-01-18 22:57:07.414971,5,jireh,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,8
2305f31dc24fec,2022-01-18 22:57:11.142351,2022-01-18 22:57:11.729871,5,verge,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,5
24ac93e958951e,2022-01-18 22:57:15.420179,2022-01-18 22:57:17.349693,5,tapas,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,8
2509cd982bc965,2022-01-18 22:57:21.046761,2022-01-18 22:57:21.962309,5,wustl,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,7
26caedfb563218,2022-01-18 22:57:25.769661,2022-01-18 22:57:26.181400,5,palan,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,7
277015b44a8479,2022-01-18 22:57:29.868606,2022-01-18 22:57:30.906536,5,nevet,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,5
282d1af14b0a96,2022-01-18 22:57:34.503912,2022-01-18 22:57:36.260405,5,quack,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,8
2996201d67d708,2022-01-18 22:57:39.716854,2022-01-18 22:57:41.012022,5,kozma,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,4
30790e6bf119a1,2022-01-18 22:57:44.390010,2022-01-18 22:57:45.146289,5,unama,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,8
317e126c054a04,2022-01-18 22:57:48.563748,2022-01-18 22:57:48.971671,5,email,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,6
324591ab11edea,2022-01-18 22:57:52.922945,2022-01-18 22:57:54.254186,5,dorst,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,4
33b237ff48f36b,2022-01-18 22:57:57.993183,2022-01-18 22:57:58.439634,5,nahal,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,8
34e4abcffe944e,2022-01-18 22:58:02.153796,2022-01-18 22:58:02.635347,5,toine,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,9
35152600120548,2022-01-18 22:58:06.363021,2022-01-18 22:58:06.833770,5,ltfrb,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,4
3604a908c183f1,2022-01-18 22:58:10.588812,2022-01-18 22:58:11.374394,5,jeltz,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,7
378b11120b27a3,2022-01-18 22:58:15.089482,2022-01-18 22:58:18.288651,5,cotty,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,11
3878d595d2d7ec,2022-01-18 22:58:22.012455,2022-01-18 22:58:22.571230,5,wrens,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,6
39373473db156b,2022-01-18 22:58:26.273948,2022-01-18 22:58:26.997116,5,tiamo,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,5
40817e2d1aab02,2022-01-18 22:58:30.657015,2022-01-18 22:58:32.456740,5,jaadu,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,4
41361c1f983fc8,2022-01-18 22:58:36.155504,2022-01-18 22:58:36.611254,5,bluto,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,5
429a7998468ac7,2022-01-18 22:58:40.405776,2022-01-18 22:58:40.866947,5,linch,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,4
43b5bc7c316834,2022-01-18 22:58:44.564883,2022-01-18 22:58:45.017571,5,arinc,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,8
44b35ac158c9d2,2022-01-18 22:58:48.688844,2022-01-18 22:58:50.122906,5,ukcat,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,7
45296effd66d26,2022-01-18 22:58:53.933038,2022-01-18 22:58:54.305928,5,elfen,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,3
465c61ac8baa5c,2022-01-18 22:58:58.042457,2022-01-18 22:58:59.377317,5,arroz,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,8
47e16d665f60d1,2022-01-18 22:59:03.128570,2022-01-18 22:59:04.921127,5,ettes,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,6
48643bdef8e2c4,2022-01-18 22:59:08.667881,2022-01-18 22:59:09.408390,5,cirie,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,9
494d23ad7a2839,2022-01-18 22:59:13.137723,2022-01-18 22:59:14.006302,5,sarek,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",bling,3
0fa36cb5c3383,2022-01-18 22:59:21.550328,2022-01-18 22:59:22.072284,5,lappe,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,4
17a0be8b35135,2022-01-18 22:59:25.860580,2022-01-18 22:59:26.984416,5,rends,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,6
243b0f1e3f688,2022-01-18 22:59:30.671019,2022-01-18 22:59:31.137691,5,fajar,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,8
3ff802cfc7e51,2022-01-18 22:59:34.862852,2022-01-18 22:59:35.604357,5,lovee,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,16
46c130035e611,2022-01-18 22:59:39.294475,2022-01-18 22:59:40.113933,5,sacer,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,4
5b124782aac09,2022-01-18 22:59:43.831300,2022-01-18 22:59:45.276712,5,droge,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,5
6f64d08f5e839,2022-01-18 22:59:48.963065,2022-01-18 22:59:49.465817,5,labia,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,11
7bc76ab9c0d31,2022-01-18 22:59:53.268323,2022-01-18 22:59:53.632526,5,anali,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,3
823e0ad549ebf,2022-01-18 22:59:57.353763,2022-01-18 22:59:58.702085,5,torus,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,7
91154380fca2e,2022-01-18 23:00:02.405579,2022-01-18 23:00:02.838324,5,styal,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,4
10409845edaa02,2022-01-18 23:00:06.546158,2022-01-18 23:00:08.524626,5,heden,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,6
11df11f7f94a64,2022-01-18 23:00:12.210814,2022-01-18 23:00:14.749827,5,dozhd,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,10
12068723907684,2022-01-18 23:00:18.436099,2022-01-18 23:00:19.153520,5,paint,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,4
1316e20f4afc30,2022-01-18 23:00:22.843697,2022-01-18 23:00:23.398336,5,bulba,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,6
14cfe53f93c976,2022-01-18 23:00:27.037573,2022-01-18 23:00:28.049524,5,bhaji,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,14
150f98abdc338c,2022-01-18 23:00:31.680247,2022-01-18 23:00:32.166389,5,fromt,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,6
16eeb6311d9f13,2022-01-18 23:00:35.895103,2022-01-18 23:00:36.384114,5,aydin,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,9
17bbd4f4145a2c,2022-01-18 23:00:40.067002,2022-01-18 23:00:40.577970,5,thela,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,11
18e5a271e0d066,2022-01-18 23:00:44.268829,2022-01-18 23:00:45.175794,5,avita,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,10
191454b8fd292e,2022-01-18 23:00:48.837958,2022-01-18 23:00:49.445717,5,biase,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,14
2076f62a901f06,2022-01-18 23:00:53.139566,2022-01-18 23:00:55.266527,5,koong,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,13
219b275c3c63f3,2022-01-18 23:00:58.685498,2022-01-18 23:00:59.205582,5,bivol,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,9
22e3622a5dea9a,2022-01-18 23:01:02.860393,2022-01-18 23:01:04.136751,5,année,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,8
23879683a44c47,2022-01-18 23:01:07.536577,2022-01-18 23:01:08.443007,5,hebra,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,5
2448fd34fab1e2,2022-01-18 23:01:11.861951,2022-01-18 23:01:12.292368,5,salsa,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,5
25ebb2aff32046,2022-01-18 23:01:15.735796,2022-01-18 23:01:16.337432,5,hyder,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,10
269def7efcbcda,2022-01-18 23:01:19.733202,2022-01-18 23:01:20.927630,5,twist,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,15
2757166ce3e115,2022-01-18 23:01:24.429248,2022-01-18 23:01:25.070700,5,riker,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,6
2873d93a08efc7,2022-01-18 23:01:28.437711,2022-01-18 23:01:28.774445,5,laifu,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,3
29f0d13c30ba4a,2022-01-18 23:01:32.281075,2022-01-18 23:01:33.738981,5,traxx,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,5
30fa11bfe5f199,2022-01-18 23:01:37.169160,2022-01-18 23:01:37.697164,5,cople,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,15
31c82fd6bb1812,2022-01-18 23:01:41.045808,2022-01-18 23:01:41.536684,5,yuchi,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,5
32ebdcde5d5641,2022-01-18 23:01:44.984242,2022-01-18 23:01:45.485344,5,value,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,16
33af062efa0877,2022-01-18 23:01:48.834704,2022-01-18 23:01:50.540311,5,surds,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,14
349f1961000782,2022-01-18 23:01:54.076889,2022-01-18 23:01:55.496424,5,petur,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,13
354a53fe2046c9,2022-01-18 23:01:58.953420,2022-01-18 23:01:59.643833,5,assig,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,7
36fdc1182db524,2022-01-18 23:02:03.093255,2022-01-18 23:02:04.958989,5,tough,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,6
378158bb9edd19,2022-01-18 23:02:08.401651,2022-01-18 23:02:09.499987,5,becca,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,12
38e3ba54f9af43,2022-01-18 23:02:12.876948,2022-01-18 23:02:13.314130,5,polle,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,13
39b71698715567,2022-01-18 23:02:16.733293,2022-01-18 23:02:17.308592,5,tired,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,7
40c933520a53bf,2022-01-18 23:02:20.649176,2022-01-18 23:02:21.027973,5,fison,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,5
414b8cba9dcaa0,2022-01-18 23:02:24.458067,2022-01-18 23:02:25.061256,5,larsa,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,11
42688653ddb7e6,2022-01-18 23:02:28.468972,2022-01-18 23:02:29.456533,5,sarna,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,13
4397fc03f36093,2022-01-18 23:02:32.848497,2022-01-18 23:02:33.497070,5,pimco,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,6
44cbb0d9d133e4,2022-01-18 23:02:36.895590,2022-01-18 23:02:37.604371,5,byock,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,11
456c189e2bf1a5,2022-01-18 23:02:40.993121,2022-01-18 23:02:42.646424,5,punks,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,8
4622355e3a32df,2022-01-18 23:02:46.033021,2022-01-18 23:02:47.454221,5,worst,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,5
479ba897abca5e,2022-01-18 23:02:50.792020,2022-01-18 23:02:51.863932,5,canst,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,8
48f3fece39d715,2022-01-18 23:02:55.317778,2022-01-18 23:02:56.577162,5,segun,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,14
49ef7fbc4529df,2022-01-18 23:03:00.013880,2022-01-18 23:03:02.062319,5,expen,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",filly,6
0380b59de60b0,2022-01-18 23:03:10.739166,2022-01-18 23:03:12.264170,5,gabbi,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,8
18b05896c91e0,2022-01-18 23:03:16.253147,2022-01-18 23:03:17.794835,5,gigue,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,8
22f888028f108,2022-01-18 23:03:21.503784,2022-01-18 23:03:22.285390,5,cople,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,7
34412a0501a26,2022-01-18 23:03:25.998965,2022-01-18 23:03:26.455314,5,rooks,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,8
4e146ba79f104,2022-01-18 23:03:30.183838,2022-01-18 23:03:31.177323,5,sames,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,7
536058286c489,2022-01-18 23:03:34.888372,2022-01-18 23:03:36.056411,5,rhyan,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,5
64e2dc8afec19,2022-01-18 23:03:39.855074,2022-01-18 23:03:41.853429,5,quere,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,6
7ecbfc9ab6210,2022-01-18 23:03:45.533369,2022-01-18 23:03:46.607619,5,dimas,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,5
8309bfe4480be,2022-01-18 23:03:50.312156,2022-01-18 23:03:50.731014,5,weert,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,5
96209b7e187ae,2022-01-18 23:03:54.610832,2022-01-18 23:03:55.236047,5,choki,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,8
10db9265c5eea5,2022-01-18 23:03:59.232056,2022-01-18 23:03:59.736682,5,craws,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,6
1124cbde89fd16,2022-01-18 23:04:03.730824,2022-01-18 23:04:05.350095,5,ririe,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,9
12faad3d556680,2022-01-18 23:04:09.369122,2022-01-18 23:04:09.829908,5,wrapt,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,5
1357bf979c96ea,2022-01-18 23:04:13.696987,2022-01-18 23:04:14.405690,5,komla,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,6
148c40edb99ac6,2022-01-18 23:04:18.132206,2022-01-18 23:04:19.899911,5,temel,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,8
15bc0c8f57edb4,2022-01-18 23:04:23.592265,2022-01-18 23:04:25.575817,5,vadar,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,7
16fe22d8cc32f3,2022-01-18 23:04:29.301958,2022-01-18 23:04:32.120331,5,villi,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,8
17c45536d7c918,2022-01-18 23:04:35.888635,2022-01-18 23:04:36.896216,5,selca,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,9
18e545fde9e44e,2022-01-18 23:04:40.746985,2022-01-18 23:04:41.156733,5,lowan,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,5
193e1b5e41a052,2022-01-18 23:04:44.931346,2022-01-18 23:04:46.876566,5,lylah,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,7
205af5776dec85,2022-01-18 23:04:50.569466,2022-01-18 23:04:51.786427,5,yatim,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,4
212865f5b8127b,2022-01-18 23:04:55.671020,2022-01-18 23:04:56.722505,5,sarri,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,7
221ad6ed7cf8c6,2022-01-18 23:05:00.465152,2022-01-18 23:05:01.062051,5,mimos,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,8
23bd5d9ecbad81,2022-01-18 23:05:04.880588,2022-01-18 23:05:07.093579,5,trull,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,8
243cad83a954cd,2022-01-18 23:05:11.221467,2022-01-18 23:05:12.659470,5,bicha,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,6
253330e0ef171d,2022-01-18 23:05:16.554575,2022-01-18 23:05:18.111241,5,sarva,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,6
26d50d634397b9,2022-01-18 23:05:21.832958,2022-01-18 23:05:22.588649,5,today,model_rank,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",woooo,7
