game_id,turn_number,guess,words_possible,letters_in,letters_out,pos_yes,pos_no,freq,letter_score_by_word,letter_score_by_freq,distinct_letters,letter_pos_score_by_word,letter_pos_score_by_freq,model_params,model_rank,response
26260c8bc4571,3,quote,81,"['t', 'e']","['r', 's', 'h', 'i', 'a']","[[], [], [], ['t'], ['e']]","[['t'], ['t'], ['e'], [], []]",1.0,0.7195121951219511,1.0,1.0,0.3684641194756493,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.087976314597601,__-++
26260c8bc4571,4,monte,22,"['t', 'e', 'o']","['r', 's', 'q', 'h', 'i', 'u', 'a']","[[], [], [], ['t'], ['e']]","[['t'], ['t'], ['e', 'o'], [], []]",1.0,0.8947368421052632,1.0,1.0,0.8666666666666666,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.76140350877193,_++++
26260c8bc4571,5,conte,7,"['t', 'e', 'o', 'n']","['r', 's', 'q', 'h', 'i', 'u', 'a', 'm']","[[], ['o'], ['n'], ['t'], ['e']]","[['t'], ['t'], ['e', 'o'], [], []]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
37112c56911e5,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,_____
37112c56911e5,2,would,6080,[],"['r', 't', 'h', 'e', 'i']","[[], [], [], [], []]","[[], [], [], [], []]",1.0,0.6073536087153882,0.942419096451837,1.0,0.4086195722618276,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.958392277429052,__-__
37112c56911e5,3,funny,522,['u'],"['r', 'w', 't', 'l', 'o', 'h', 'e', 'i', 'd']","[[], [], [], [], []]","[[], [], ['u'], [], []]",1.0,0.4157068062827225,0.8844156923716586,0.8,0.43515769716386515,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.535280195818246,++__+
37112c56911e5,4,fuzzy,3,"['u', 'y', 'f']","['r', 'w', 't', 'l', 'o', 'n', 'h', 'e', 'i', 'd']","[['f'], ['u'], [], [], ['y']]","[[], [], ['u'], [], []]",1.0,0.8,1.0,0.8,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.6,++__+
37112c56911e5,5,fussy,2,"['u', 'y', 'f']","['z', 'r', 'w', 't', 'l', 'o', 'n', 'h', 'e', 'i', 'd']","[['f'], ['u'], [], [], ['y']]","[[], [], ['u'], [], []]",1.0,0.8,1.0,0.8,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.6,+++++
4296f80588f2c,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,-_-__
4296f80588f2c,2,state,933,"['t', 'e']","['h', 'r', 'i']","[[], [], [], [], []]","[['t'], [], ['e'], [], []]",1.0,0.748421052631579,0.8776283151881169,0.8,0.3759866963859983,0.8817045822827442,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.683740646488439,--_+-
4296f80588f2c,3,cents,51,"['t', 'e', 's']","['h', 'r', 'a', 'i']","[[], [], [], ['t'], []]","[['t', 's'], ['t'], ['e'], [], ['e']]",1.0,0.7307692307692307,1.0,1.0,0.3446153846153846,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.075384615384616,_++++
4296f80588f2c,4,vents,7,"['t', 'e', 's', 'n']","['r', 'c', 'h', 'i', 'a']","[[], ['e'], ['n'], ['t'], ['s']]","[['t', 's'], ['t'], ['e'], [], ['e']]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,_++++
4296f80588f2c,5,gents,6,"['t', 'e', 's', 'n']","['r', 'c', 'v', 'h', 'i', 'a']","[[], ['e'], ['n'], ['t'], ['s']]","[['t', 's'], ['t'], ['e'], [], ['e']]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,_++++
4296f80588f2c,6,dents,5,"['t', 'e', 's', 'n']","['r', 'c', 'v', 'h', 'i', 'g', 'a']","[[], ['e'], ['n'], ['t'], ['s']]","[['t', 's'], ['t'], ['e'], [], ['e']]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
5cf510db93fac,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,__-+_
5cf510db93fac,2,media,500,"['e', 'i']","['t', 'h', 'r']","[[], [], [], ['i'], []]","[[], [], ['e'], [], []]",1.0,0.7221006564551422,1.0,1.0,0.6281002035797548,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.350200860034897,_-_+_
5cf510db93fac,3,julie,139,"['e', 'i']","['r', 't', 'd', 'h', 'a', 'm']","[[], [], [], ['i'], []]","[[], ['e'], ['e'], [], []]",1.0,0.5616438356164384,1.0,1.0,0.42240012057808973,0.8861572478975752,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.870201204092103,__-++
5cf510db93fac,4,logie,12,"['e', 'l', 'i']","['r', 't', 'd', 'j', 'h', 'u', 'a', 'm']","[[], [], [], ['i'], ['e']]","[[], ['e'], ['e', 'l'], [], []]",0.3162277660168379,0.9,0.9607528375758232,1.0,0.9333333333333333,0.8430113503032929,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.953325287229287,+++++
635b51320ce49,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,___+-
635b51320ce49,2,radio,449,"['r', 'i']","['t', 'h', 'e']","[[], [], [], ['i'], []]","[[], [], [], [], ['r']]",0.6606934480075958,0.8720000000000001,0.9331943283534265,1.0,0.7536243863285863,0.9332864364855677,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.152798599175177,--_+_
635b51320ce49,3,april,87,"['r', 'a', 'i']","['t', 'o', 'h', 'e', 'd']","[[], [], [], ['i'], []]","[['r'], ['a'], [], [], ['r']]",1.0,0.46808510638297884,1.0,1.0,0.23388203017832648,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.701967136561305,+_+++
635b51320ce49,4,avril,2,"['r', 'a', 'l', 'i']","['t', 'o', 'h', 'e', 'p', 'd']","[['a'], [], ['r'], ['i'], ['l']]","[['r'], ['a'], [], [], ['r']]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
73a9c53bccb5c,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,__-__
73a9c53bccb5c,2,makes,4265,['e'],"['t', 'h', 'r', 'i']","[[], [], [], [], []]","[[], [], ['e'], [], []]",0.5623413251903491,0.7557288351368554,0.8393948260191141,1.0,0.865915750739134,0.9244918802021311,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.947872617287584,___-_
73a9c53bccb5c,3,enjoy,612,['e'],"['r', 's', 't', 'h', 'i', 'k', 'a', 'm']","[[], [], [], [], []]","[[], [], ['e'], ['e'], []]",1.0,0.7424528301886792,0.9203493738761637,1.0,0.47778708936394104,0.9706102213471631,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.111199514775947,-____
73a9c53bccb5c,4,bulge,81,['e'],"['r', 's', 't', 'o', 'n', 'j', 'h', 'y', 'i', 'k', 'a', 'm']","[[], [], [], [], []]","[['e'], [], ['e'], ['e'], []]",0.2818382931264454,0.9448275862068966,0.9917274052604376,1.0,0.9397715472481828,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.158164831841962,++-_+
73a9c53bccb5c,5,buble,1,"['u', 'e', 'l', 'b']","['r', 's', 't', 'o', 'n', 'j', 'h', 'y', 'i', 'g', 'k', 'a', 'm']","[['b'], ['u'], [], [], ['e']]","[['e'], [], ['e', 'l'], ['e'], []]",1.0,1.0,1.0,1.0,nan,nan,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",nan,+++++
8eda3f90cccd6,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,-_+__
8eda3f90cccd6,2,spent,204,"['t', 'e']","['h', 'r', 'i']","[[], [], ['e'], [], []]","[['t'], [], [], [], []]",0.6918309709189363,0.8502415458937198,1.0,1.0,0.7732516149188177,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.315324131731474,__+++
8eda3f90cccd6,3,avent,14,"['t', 'e', 'n']","['r', 's', 'h', 'p', 'i']","[[], [], ['e'], ['n'], ['t']]","[['t'], [], [], [], []]",0.0005495408738576242,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.000549540873857,__+++
8eda3f90cccd6,4,gwent,8,"['t', 'e', 'n']","['r', 's', 'v', 'h', 'p', 'i', 'a']","[[], [], ['e'], ['n'], ['t']]","[['t'], [], [], [], []]",1.0,0.857142857142857,1.0,1.0,0.5,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.357142857142857,+++++
981439ceffa4c,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,___+_
981439ceffa4c,2,again,1328,['i'],"['t', 'h', 'e', 'r']","[[], [], [], ['i'], []]","[[], [], [], [], []]",1.0,0.6586854460093896,0.7784537523309252,0.8,0.46345772373504435,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.700596922075359,___+_
981439ceffa4c,3,music,295,['i'],"['r', 't', 'n', 'h', 'e', 'g', 'a']","[[], [], [], ['i'], []]","[[], [], [], [], []]",1.0,0.7876712328767123,1.0,1.0,0.6935550764792944,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.481226309356007,___+_
981439ceffa4c,4,bovid,68,['i'],"['r', 's', 't', 'c', 'n', 'h', 'e', 'g', 'u', 'a', 'm']","[[], [], [], ['i'], []]","[[], [], [], [], []]",0.002754228703338169,0.9111111111111111,0.9027103743003365,1.0,0.8540338448971423,0.8969504254805378,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.5675599844924655,___+_
981439ceffa4c,5,félix,20,['i'],"['r', 's', 't', 'c', 'o', 'd', 'n', 'v', 'h', 'e', 'g', 'u', 'a', 'm', 'b']","[[], [], [], ['i'], []]","[[], [], [], [], []]",0.22908676527677757,1.0,1.0,1.0,0.9047518479408659,0.7025547958156412,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.836393409033285,+_++_
981439ceffa4c,6,filip,3,"['l', 'f', 'i']","['r', 's', 't', 'c', 'o', 'd', 'é', 'n', 'v', 'h', 'e', 'x', 'g', 'u', 'a', 'm', 'b']","[['f'], [], ['l'], ['i'], []]","[[], [], [], [], []]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
10383100ae91ce,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,__-_-
10383100ae91ce,2,years,1740,"['r', 'e']","['t', 'h', 'i']","[[], [], [], [], []]","[[], [], ['e'], [], ['r']]",1.0,0.8321033210332104,1.0,1.0,0.6292626619325129,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.461365982965724,_+_-_
10383100ae91ce,3,nervo,206,"['r', 'e']","['s', 't', 'h', 'y', 'i', 'a']","[[], ['e'], [], [], []]","[[], [], ['e'], ['r'], ['r']]",0.005248074602497723,0.9604519774011299,1.0,1.0,0.45071328565482266,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.416413337658451,_++__
10383100ae91ce,4,derek,57,"['r', 'e']","['s', 't', 'o', 'n', 'v', 'h', 'y', 'i', 'a']","[[], ['e'], ['r'], [], []]","[[], [], ['e'], ['r'], ['r']]",1.0,0.6744186046511627,1.0,0.8,0.5868621876402813,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.061280792291444,_+++-
10383100ae91ce,5,kerem,1,"['r', 'e', 'k']","['s', 't', 'o', 'n', 'v', 'h', 'y', 'i', 'a', 'd']","[[], ['e'], ['r'], ['e'], []]","[[], [], ['e'], ['r'], ['r', 'k']]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
110c1cbb32761a,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,__-__
110c1cbb32761a,2,makes,4265,['e'],"['t', 'h', 'r', 'i']","[[], [], [], [], []]","[[], [], ['e'], [], []]",0.5623413251903491,0.7557288351368554,0.8393948260191141,1.0,0.865915750739134,0.9244918802021311,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.947872617287584,-__+_
110c1cbb32761a,3,women,67,"['e', 'm']","['r', 's', 't', 'h', 'i', 'k', 'a']","[[], [], [], ['e'], []]","[['m'], [], ['e'], [], []]",1.0,0.8181818181818182,1.0,1.0,0.9161511122811635,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.7343329304629815,__++_
110c1cbb32761a,4,gómez,13,"['e', 'm']","['r', 's', 'w', 't', 'o', 'n', 'h', 'i', 'k', 'a']","[[], [], ['m'], ['e'], []]","[['m'], [], ['e'], [], []]",1.0,0.4666666666666667,1.0,1.0,0.3103448275862069,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.777011494252873,__++_
110c1cbb32761a,5,fumed,10,"['e', 'm']","['z', 'r', 's', 'w', 'ó', 't', 'o', 'n', 'h', 'i', 'g', 'k', 'a']","[[], [], ['m'], ['e'], []]","[['m'], [], ['e'], [], []]",1.0,0.923076923076923,1.0,1.0,0.7812500000000001,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.704326923076923,__++_
110c1cbb32761a,6,pemex,4,"['e', 'm']","['z', 'r', 's', 'w', 'ó', 't', 'o', 'n', 'h', 'f', 'i', 'g', 'u', 'k', 'a', 'd']","[[], [], ['m'], ['e'], []]","[['m'], [], ['e'], [], []]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
12fd1e43b74397,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,_____
12fd1e43b74397,2,would,6080,[],"['r', 't', 'h', 'e', 'i']","[[], [], [], [], []]","[[], [], [], [], []]",1.0,0.6073536087153882,0.942419096451837,1.0,0.4086195722618276,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.958392277429052,__-__
12fd1e43b74397,3,funny,522,['u'],"['r', 'w', 't', 'l', 'o', 'h', 'e', 'i', 'd']","[[], [], [], [], []]","[[], [], ['u'], [], []]",1.0,0.4157068062827225,0.8844156923716586,0.8,0.43515769716386515,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.535280195818246,_-+-_
12fd1e43b74397,4,manus,33,"['u', 'n']","['r', 'w', 't', 'l', 'o', 'h', 'e', 'y', 'i', 'f', 'd']","[[], [], ['n'], [], []]","[[], ['u'], ['u'], ['n'], []]",0.44668359215096265,0.982758620689655,1.0,1.0,1.0,0.9902102609880418,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.41965247382866,_++++
12fd1e43b74397,5,janus,5,"['u', 's', 'a', 'n']","['m', 'r', 'w', 't', 'l', 'o', 'h', 'e', 'y', 'i', 'f', 'd']","[[], ['a'], ['n'], ['u'], ['s']]","[[], ['u'], ['u'], ['n'], []]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
13bf0b1eb94ffa,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,-_-__
13bf0b1eb94ffa,2,state,933,"['t', 'e']","['h', 'r', 'i']","[[], [], [], [], []]","[['t'], [], ['e'], [], []]",1.0,0.748421052631579,0.8776283151881169,0.8,0.3759866963859983,0.8817045822827442,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.683740646488439,_-+--
13bf0b1eb94ffa,3,meant,12,"['t', 'e', 'a']","['h', 'r', 's', 'i']","[[], [], ['a'], [], []]","[['t'], ['t'], ['e'], ['t'], ['e']]",1.0,0.8461538461538461,1.0,1.0,0.611111111111111,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.457264957264957,_++_+
13bf0b1eb94ffa,4,dealt,3,"['t', 'e', 'a']","['r', 's', 'n', 'h', 'i', 'm']","[[], ['e'], ['a'], [], ['t']]","[['t'], ['t'], ['e'], ['t'], ['e']]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,_++-+
13bf0b1eb94ffa,5,leapt,1,"['t', 'e', 'a', 'l']","['r', 's', 'd', 'n', 'h', 'i', 'm']","[[], ['e'], ['a'], [], ['t']]","[['t'], ['t'], ['e'], ['t', 'l'], ['e']]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
14e7f644d01a89,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,+__-_
14e7f644d01a89,2,twins,217,"['t', 'i']","['r', 'h', 'e']","[['t'], [], [], [], []]","[[], [], [], ['i'], []]",0.8511380382023777,0.6454545454545456,1.0,1.0,0.6453092630955904,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.141901846752514,+_++-
14e7f644d01a89,3,tsing,1,"['t', 's', 'n', 'i']","['r', 'h', 'e', 'w']","[['t'], [], ['i'], ['n'], []]","[[], [], [], ['i'], ['s']]",1.0,1.0,1.0,1.0,1.0,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",6.0,+++++
1521c3806b3f06,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,__-+-
1521c3806b3f06,2,marie,177,"['r', 'e', 'i']","['t', 'h']","[[], [], [], ['i'], []]","[[], [], ['e'], [], ['r']]",1.0,0.7763157894736843,1.0,1.0,0.6506430868167202,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.426958876290405,---++
1521c3806b3f06,3,armie,1,"['r', 'e', 'i', 'a', 'm']","['t', 'h']","[[], [], [], ['i'], ['e']]","[['m'], ['a'], ['r', 'e'], [], ['r']]",1.0,1.0,1.0,1.0,nan,nan,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",nan,+++++
1610983acd1bff,1,their,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.8511380382023769,0.7604500472916697,0.9352773670285124,1.0,0.4608837588900548,0.7546769945682399,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.762426205980853,__-+_
1610983acd1bff,2,media,500,"['e', 'i']","['t', 'h', 'r']","[[], [], [], ['i'], []]","[[], [], ['e'], [], []]",1.0,0.7221006564551422,1.0,1.0,0.6281002035797548,1.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",5.350200860034897,_+_+_
